File_ID;File_Record_ID;L01_Afltn_Number;L01_Afltn_Name;Ship_To_Location_Num;Customer_Number;Customer_Name;Address_Txt;City;State;Zip;Dea_Num;Cogs_Mult_Num;Contract_Group_Number;Contract_Group_Name;Invoice_Date;Invoice_Number;NDC;Corporate_Item_Number;Corporate_Description;Supplier_Number;Supplier_Name;Ship_Qty; Ext_Sell_Dlr;GPO_Revenue;GPO_Member;Master_Record_Id;Source;SPx
100119;11;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/2/18;3883010;52030151;3595246;GANIRELIX 250MCG/0,5 27GX1/2N;5963;MERCK CO INC;50;10234,5;2,558,625;VFP;100119117265764337538830105203015110234,5;Other;No
100119;12;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/2/18;3883010;52031601;3567419;FOLLISTIM AQ 600U/0,72  0,78ML;5963;MERCK CO INC;24;32676,48;816,912;VFP;100119127265764337538830105203160132676,48;Other;No
100119;13;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/2/18;3883010;52032601;3684263;FOLLISTIM AQ 900U/1,08 1,17ML;5963;MERCK CO INC;24;49014,72;1,225,368;VFP;100119137265764337538830105203260149014,72;Other;No
100119;14;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/2/18;3878213;115681110;4141081;BUPROPION XL 150MG 90;3456;GLOBAL PHARM IMPAX LABS CS;1;25,56;0,0639;VFP;1001191472657643375387821311568111025,56;Source;No
100119;15;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/2/18;3878213;93716456;5342449;TOLTERODINE TART 4MG 30 ER;2543;TEVA PHARMA CS;3;107,91;0,269775;VFP;1001191572657643375387821393716456107,91;Source;No
100119;16;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/2/18;3882513;93542088;3949005;CABERGOLINE 0,5MG 8;2543;TEVA PHARMA CS;2;86,7;0,21675;VFP;100119167265764337538825139354208886,7;Source;No
100119;17;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/2/18;3882513;555088704;2849248;ESTRADIOL 2MG 500;2543;TEVA PHARMA CS;1;58,68;0,1467;VFP;1001191772657643375388251355508870458,68;Source;No
100119;18;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/2/18;3878213;8290309657;4374633;BD SY 3ML LL 200 309657;735;BECTON DICKINSON CO;2;28,06;0,07015;VFP;10011918726576433753878213829030965728,06;Other;No
100119;19;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/2/18;3882513;8290309628;2278281;BD SY 1ML LL 100 309628;735;BECTON DICKINSON CO;2;62,52;0,1563;VFP;10011919726576433753882513829030962862,52;Other;No
100119;20;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3623041;52030151;3595246;GANIRELIX 250MCG/0,5 27GX1/2N;5963;MERCK CO INC;30;6140,7;1,535,175;VFP;10011920640176433763623041520301516140,7;Other;No
100119;21;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3623041;52032601;3684263;FOLLISTIM AQ 900U/1,08 1,17ML;5963;MERCK CO INC;2;4084,56;102,114;VFP;10011921640176433763623041520326014084,56;Other;No
100119;22;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3623608;44087115001;3532868;OVIDREL 250MCG 0,5ML;102;EMD SERONO INC;12;1767,24;44,181;VFP;10011922640176433763623608440871150011767,24;Other;No
100119;23;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3623650;44087111701;4937165;GONAL-F RFF 900U/1,5ML RDIJCT;102;EMD SERONO INC;22;43127,92;1,078,198;VFP;100119236401764337636236504408711170143127,92;Other;No
100119;24;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3626795;44087111601;4937124;GONAL-F RFF 450U/0,75ML RDIJCT;102;EMD SERONO INC;15;14702,7;3,675,675;VFP;100119246401764337636267954408711160114702,7;Other;No
100119;25;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3626795;44087122501;3004215;CETROTIDE 0,25MG W/DIL SY;102;EMD SERONO INC;14;2804,06;701,015;VFP;10011925640176433763626795440871225012804,06;Other;No
100119;26;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3626795;44087903001;3577483;GONAL-F 450U W/DIL SY;102;EMD SERONO INC;5;4900,9;1,225,225;VFP;10011926640176433763626795440879030014900,9;Other;No
100119;27;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/3/18;3626795;52544025612;4947347;CRINONE 8% 15X1,125GM PFA VAG;5281;ALLERGAN INC;24;9695,28;242,382;VFP;10011927640176433763626795525440256129695,28;Other;No
100119;28;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;30893;MAIL ORDER SOURCE;10/3/18;3623041;574087005;4297388;ESTRADIOL VAL 20MG/ML 5ML;2237;PERRIGO PHARM CLAY PARK RX CS;12;1190,04;29,751;VFP;100119286401764337636230415740870051190,04;Source;No
100119;29;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;30893;MAIL ORDER SOURCE;10/3/18;3623041;555904358;3421898;APRI 0,15-0,03MG 6X28 28DAY;2543;TEVA PHARMA CS;1;59,05;0,147625;VFP;1001192964017643376362304155590435859,05;Source;No
100119;30;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;30893;MAIL ORDER SOURCE;10/3/18;3623041;50111078855;4957700;AZITHROMYCIN 500MG 3 CPLT;2543;TEVA PHARMA CS;1;5,71;0,014275;VFP;10011930640176433763623041501110788555,71;Source;No
100119;31;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;30893;MAIL ORDER SOURCE;10/3/18;3623041;338000404;3381159;WATER 12X1000ML STR IRR PRBTL;157;BAXTER IV SYSTEMS;1;34,63;0,086575;VFP;1001193164017643376362304133800040434,63;Source;No
100119;32;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;30893;MAIL ORDER SOURCE;10/3/18;3623041;66993003883;5463922;HYDROXYPROGEST 250MG/ML 1ML;4618;PRASCO LABS CS;33;16500;41,25;VFP;1.00E+41;Source;No
100119;33;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;0;N/A;10/3/18;3623041;63323012310;2935484;METHOTREXATE 25MG/ML 10ML;2614;FRESENIUS KABI LLC;3;122,91;0,307275;VFP;1001193364017643376362304163323012310122,91;Other;No
100119;34;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/3/18;3898663;74364103;4219457;LUPRON DEPOT 3,75MG;9266;ABBVIE US LLC;1;1157,72;28,943;VFP;10011934726576433763898663743641031157,72;Other;No
100119;35;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/3/18;3898663;44087111701;4937165;GONAL-F RFF 900U/1,5ML RDIJCT;102;EMD SERONO INC;8;15682,88;392,072;VFP;100119357265764337638986634408711170115682,88;Other;No
100119;36;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/3/18;3898663;55566150201;5397062;NOVAREL 5000U W/DIL;203;FERRING PHARM INC;10;1251,6;3,129;VFP;10011936726576433763898663555661502011251,6;Other;No
100119;37;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/3/18;3898663;781577626;5396601;AZITHROMYCIN 250MG 6UU;2541;SANDOZ CS;24;68,16;0,1704;VFP;1001193772657643376389866378157762668,16;Source;No
100119;38;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/3/18;3898663;65162080710;5412465;PROGESTERONE 100MG 100 SFG;4511;AMNEAL PHARMACEUTICALS LLC CS;2;127,16;0,3179;VFP;1001193872657643376389866365162080710127,16;Source;No
100119;39;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/3/18;3898663;68382091818;5476122;METHYLPREDNISOLONE 16MG 50;4887;ZYDUS PHARMA USA INC CS;1;87,6;0,219;VFP;100119397265764337638986636838209181887,6;Source;No
100119;40;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/3/18;3888118;8290309574;1371665;BD SY 22GX1,5N3ML LL100 309574;735;BECTON DICKINSON CO;1;12,1;0,03025;VFP;10011940726576433763888118829030957412,1;Other;No
100119;41;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/3/18;3891370;8290309628;2278281;BD SY 1ML LL 100 309628;735;BECTON DICKINSON CO;2;62,52;0,1563;VFP;10011941726576433763891370829030962862,52;Other;No
100119;42;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/3/18;3898663;8290305109;1083526;BD NDL 27GX0,5N RG 100 305109;735;BECTON DICKINSON CO;10;77,1;0,19275;VFP;10011942726576433763898663829030510977,1;Other;No
100119;43;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/3/18;3898663;8290309628;2278281;BD SY 1ML LL 100 309628;735;BECTON DICKINSON CO;1;31,26;0,07815;VFP;10011943726576433763898663829030962831,26;Other;No
100119;44;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/3/18;3898663;8290309657;4374633;BD SY 3ML LL 200 309657;735;BECTON DICKINSON CO;2;28,06;0,07015;VFP;10011944726576433763898663829030965728,06;Other;No
100119;45;791;FERTILITY PHCY ALLIANCE-PARENT;6;640191;SPECIAL CARE LLC;335 BEAR HILL ROAD STE 2;WALTHAM;MA;24510000;FS6328074;-0,05;0;N/A;10/3/18;3626209;74364103;4219457;LUPRON DEPOT 3,75MG;9266;ABBVIE US LLC;1;1157,72;28,943;VFP;10011945640191433763626209743641031157,72;Other;No
100119;46;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3632276;44087111701;4937165;GONAL-F RFF 900U/1,5ML RDIJCT;102;EMD SERONO INC;24;47048,64;1,176,216;VFP;100119466401764337736322764408711170147048,64;Other;No
100119;47;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3632452;44087115001;3532868;OVIDREL 250MCG 0,5ML;102;EMD SERONO INC;24;3534,48;88,362;VFP;10011947640176433773632452440871150013534,48;Other;No
100119;48;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3633507;52032601;3684263;FOLLISTIM AQ 900U/1,08 1,17ML;5963;MERCK CO INC;2;4084,56;102,114;VFP;10011948640176433773633507520326014084,56;Other;No
100119;49;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3636583;44087111601;4937124;GONAL-F RFF 450U/0,75ML RDIJCT;102;EMD SERONO INC;4;3920,72;98,018;VFP;10011949640176433773636583440871116013920,72;Other;No
100119;50;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3636583;44087111701;4937165;GONAL-F RFF 900U/1,5ML RDIJCT;102;EMD SERONO INC;36;70572,96;1,764,324;VFP;100119506401764337736365834408711170170572,96;Other;No
100119;51;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3636583;44087115001;3532868;OVIDREL 250MCG 0,5ML;102;EMD SERONO INC;11;1619,97;4,049,925;VFP;10011951640176433773636583440871150011619,97;Other;No
100119;52;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3636583;44087122501;3004215;CETROTIDE 0,25MG W/DIL SY;102;EMD SERONO INC;85;17024,65;42,561,625;VFP;100119526401764337736365834408712250117024,65;Other;No
100119;53;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3636583;44087907001;3973831;GONAL-F 1050U W/DIL SY;102;EMD SERONO INC;4;9148,36;228,709;VFP;10011953640176433773636583440879070019148,36;Other;No
100119;54;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3637476;44087903001;3577483;GONAL-F 450U W/DIL SY;102;EMD SERONO INC;7;6861,26;1,715,315;VFP;10011954640176433773637476440879030016861,26;Other;No
100119;55;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/4/18;3637476;52544025612;4947347;CRINONE 8% 15X1,125GM PFA VAG;5281;ALLERGAN INC;24;9695,28;242,382;VFP;10011955640176433773637476525440256129695,28;Other;No
100119;56;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;30893;MAIL ORDER SOURCE;10/4/18;3633507;395124904;2184109;ALCOHOL ISOPRO 70% 4X3840ML;8;HUMCO HOLDING GROUP;1;88,71;0,221775;VFP;1001195664017643377363350739512490488,71;Source;No
100119;57;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;0;N/A;10/4/18;3633507;8290305156;1388925;BD NDL 22GX1,5N RG 100 305156;735;BECTON DICKINSON CO;3;23,13;0,057825;VFP;10011957640176433773633507829030515623,13;Other;No
100119;58;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;0,00;0;N/A;10/4/18;3633507;8290309579;1371673;BD SY 20GX1,5N3ML LL100 309579;735;BECTON DICKINSON CO;32;281,92;0,7048;VFP;100119586401764337736335078290309579281,92;Other;No
100119;59;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/4/18;3913159;52030151;3595246;GANIRELIX 250MCG/0,5 27GX1/2N;5963;MERCK CO INC;50;10234,5;2,558,625;VFP;100119597265764337739131595203015110234,5;Other;No
100119;60;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/4/18;3913159;52031301;3567401;FOLLISTIM AQ 300U/0,36 0,42ML;5963;MERCK CO INC;24;16338,24;408,456;VFP;100119607265764337739131595203130116338,24;Other;No
100119;61;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/4/18;3913159;52032601;3684263;FOLLISTIM AQ 900U/1,08 1,17ML;5963;MERCK CO INC;24;49014,72;1,225,368;VFP;100119617265764337739131595203260149014,72;Other;No
100119;62;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;-0,05;0;N/A;10/4/18;3913159;44087115001;3532868;OVIDREL 250MCG 0,5ML;102;EMD SERONO INC;12;1767,24;44,181;VFP;10011962726576433773913159440871150011767,24;Other;No
100119;63;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/4/18;3913159;781716783;5242276;ESTRADIOL 0,1MG/24HR 1X8;2541;SANDOZ CS;24;1175,76;29,394;VFP;100119637265764337739131597817167831175,76;Source;No
100119;64;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/4/18;3913159;555088704;2849248;ESTRADIOL 2MG 500;2543;TEVA PHARMA CS;2;117,36;0,2934;VFP;10011964726576433773913159555088704117,36;Source;No
100119;65;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/4/18;3913159;65862014736;4295242;SUMATRIPTAN SUCC 50MG 9UD CPLT;4898;AUROBINDO PHARMA USA CS;2;10,06;0,02515;VFP;100119657265764337739131596586201473610,06;Source;No
100119;66;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;30893;MAIL ORDER SOURCE;10/4/18;3913867;65162080810;5412473;PROGESTERONE 200MG 100 SFG;4511;AMNEAL PHARMACEUTICALS LLC CS;3;257,43;0,643575;VFP;1001196672657643377391386765162080810257,43;Source;No
100119;67;791;FERTILITY PHCY ALLIANCE-PARENT;15;726576;HEALY PHARMACY LLC;4580 WEAVER PARKWAY STE 103;WARRENVILLE;IL;605550000;FH5829936;0,00;0;N/A;10/4/18;3913159;8080681800;1774355;WEBCOL ALC PREP 70% 200 2PL MD;1074;CARDINAL HEALTH MED PROD SERV;10;21,1;0,05275;VFP;10011967726576433773913159808068180021,1;Other;No
100119;68;791;FERTILITY PHCY ALLIANCE-PARENT;6;640191;SPECIAL CARE LLC;335 BEAR HILL ROAD STE 2;WALTHAM;MA;24510000;FS6328074;-0,05;0;N/A;10/4/18;3637196;52544025612;4947347;CRINONE 8% 15X1,125GM PFA VAG;5281;ALLERGAN INC;12;4847,64;121,191;VFP;10011968640191433773637196525440256124847,64;Other;No
100119;69;791;FERTILITY PHCY ALLIANCE-PARENT;6;640176;VILLAGE FERTILITY PHARMACY LLC;335 BEAR HILL ROAD;WALTHAM;MA;24510000;FV6328048;-0,05;0;N/A;10/5/18;3640631;44087907001;3973831;GONAL-F 1050U W/DIL SY;102;EMD SERONO INC;2;4574,18;1,143,545;VFP;10011969640176433783640631440879070014574,18;Other;No
